company_id,name,founded_year,industry,headquarters,employee_count,revenue (M USD)
749,"Smith, Miller and Frank",1985,Technology,"North Jeanette, VA",9241,1330.63
750,Cochran-Taylor,2007,Technology,"Alexisview, IN",9201,3509.74
751,Hayes Inc,1957,Retail,"Lake Angelaborough, MT",6126,1177.78
752,"Suarez, Watts and Haas",1955,Healthcare,"Danielbury, DC",731,7689.24
753,Bender-Wang,1958,Technology,"Wattsstad, PA",9104,4554.6
754,Rasmussen-Campos,1992,Retail,"Amandaton, WY",9640,6757.92
755,"Andrews, Thompson and Young",1962,Technology,"Christopherborough, WY",863,2616.26
756,"Charles, Jennings and Thompson",1981,Technology,"East Amanda, TX",752,111.27
757,Bell Ltd,1976,Retail,"East Gregory, MN",16736,4581.77
758,George Inc,1986,Technology,"Port Michael, OK",18834,3669.21
759,Li Inc,1974,Technology,"Randyville, NM",123,6675.97
760,"Wright, Bryant and Garcia",1963,Finance,"Georgeview, MI",5934,22.12
761,Bowers-Ashley,1996,Food & Beverage,"Cisnerosburgh, NY",14054,8670.36
762,Franklin Ltd,2021,Retail,"Alexanderborough, UT",333,2301.98
763,"Acevedo, King and Vaughn",1950,Retail,"North Nancyburgh, OR",6022,991.36
764,Bowers-Atkinson,1970,Food & Beverage,"Changberg, MI",1051,1938.34
765,Baker-Robles,1975,Retail,"Reneefurt, RI",14833,911.37
766,"Edwards, Terry and Ballard",2010,Retail,"Spencerbury, AK",10037,5164.49
767,"Henderson, Adams and Robertson",1951,Food & Beverage,"Lake Victoriaton, DC",7348,2193.15
768,"Berger, Morgan and Day",2020,Technology,"Martinmouth, MI",19223,2128.82
769,"Willis, Conway and Mann",1967,Healthcare,"South Bethchester, DC",19322,8478.22
770,Wagner Inc,1994,Food & Beverage,"North Daniel, NM",11129,1942.83
771,Rivera-Williams,1999,Manufacturing,"Lake Traceyland, MO",2239,9889.91
772,Singh-Hansen,1968,Technology,"Lisaland, MT",1470,4392.11
773,Weber PLC,1997,Technology,"Braunmouth, PA",7262,4735.14
774,Gray Ltd,2006,Food & Beverage,"Lake Claire, NC",19829,180.34
775,"Smith, Wang and Copeland",2012,Food & Beverage,"Kevinmouth, MT",10718,7058.83
776,Hines PLC,1996,Manufacturing,"New Nancyview, WI",16324,5839.51
777,May Ltd,1950,Food & Beverage,"East Jerry, FL",18087,5275.96
778,Jones-Carpenter,2012,Finance,"North Antonio, MT",14322,2652.21
779,Pace-Newton,1986,Manufacturing,"Tylerland, MO",4562,5189.08
780,Thompson LLC,1960,Finance,"Vargastown, VT",633,1258.96
781,Payne-Clark,1956,Manufacturing,"New Sarahborough, TN",10999,6772.85
782,Ford-Williams,2007,Manufacturing,"Mccoyburgh, NC",7639,1085.92
783,Miller-Wright,1982,Healthcare,"Ruiztown, KY",17112,1472.5
784,Castaneda-Kennedy,1991,Food & Beverage,"Juliefurt, TN",5340,5761.87
785,Brown Inc,1991,Finance,"Lake Brandy, ID",8100,5078.4
786,"Dickerson, Bass and Christian",1992,Manufacturing,"Whiteshire, MI",3545,8338.22
787,"Dixon, Taylor and Green",2009,Retail,"Brooketon, AL",12032,5594.92
788,Dawson PLC,1984,Manufacturing,"Mcgeeside, TX",12973,9120.61
789,"Rodriguez, Mcdaniel and Anthony",2014,Finance,"Shellychester, SD",6445,8379.06
790,"Andrews, Mejia and Evans",1955,Finance,"South David, KY",16250,3653.21
791,"Hall, Petty and Melton",1951,Finance,"Santanaborough, VT",19703,6865.38
792,Schmitt and Sons,1959,Food & Beverage,"Pamelaburgh, WA",5913,1703.25
793,"Sparks, Moore and Wheeler",1959,Technology,"Jameschester, GA",4351,7337.25
794,Cooper LLC,1956,Finance,"West Christinabury, AZ",19960,8474.98
795,Hill PLC,2012,Manufacturing,"South Shelly, NV",424,5123.25
796,Munoz LLC,1966,Retail,"East Reginafort, VT",13847,4136.89
797,"Smith, Smith and Hall",2006,Manufacturing,"West Christian, AK",3105,6864.34
798,Gentry-Watkins,1979,Finance,"East Michael, HI",5142,4488.92
799,"Bell, Romero and Humphrey",1997,Healthcare,"Piercechester, AL",13578,6185.09
800,Gonzales PLC,1985,Healthcare,"East Debra, WI",14022,2372.0
801,"Rosales, Johnson and Choi",2004,Healthcare,"Marilynside, OH",15702,3899.19
802,Evans-Reed,1962,Manufacturing,"Amandaland, TX",12067,8999.5
803,Potter-Johnson,1996,Healthcare,"Lake Brittneyland, WV",17006,1943.5
804,"Adams, Bell and Hodges",1960,Technology,"Stevenmouth, IN",5167,5656.79
805,Davis Group,1963,Healthcare,"West Mary, PA",17116,2351.39
806,Henry-White,1951,Finance,"East Robert, PA",18169,1887.03
807,"Boyd, Gordon and Allen",2004,Technology,"Wellsshire, FL",10722,8728.08
808,"Brennan, Green and Martin",2008,Retail,"South Tammy, MN",5882,54.71
809,"Benitez, Watts and Delacruz",2015,Finance,"Port Juliemouth, NV",2968,2222.35
810,Decker LLC,1988,Food & Beverage,"East Caleb, AK",1548,5012.74
811,Lane PLC,2018,Technology,"West Elijah, ME",6678,3858.11
812,Smith Ltd,1989,Healthcare,"Tylerside, NJ",18827,9747.47
813,Hebert Group,1973,Healthcare,"Theresashire, MN",11216,5919.89
814,"Parker, Wilkins and Horton",1960,Finance,"Duffymouth, CO",18369,3449.94
815,Lee-Rivera,1990,Retail,"Smithberg, MI",3884,5995.33
816,"Ray, Jones and Johnson",1968,Retail,"West Yolandaburgh, OR",4195,8620.72
817,"Hancock, Cook and Schultz",1978,Retail,"Chadfurt, NM",2799,7628.91
818,Foster-Patton,1969,Manufacturing,"Port Travischester, OK",11991,8284.71
819,Andrade-Marks,1975,Healthcare,"Port Davidbury, OH",7575,6185.47
820,"Roberts, Bennett and Hall",1977,Food & Beverage,"North Stephanie, TX",4635,8015.66
821,Smith-Arroyo,1951,Finance,"Jonesfurt, MD",13583,4817.91
822,Ho Ltd,1990,Finance,"West Betty, CO",12060,1138.49
823,"Davis, Wiggins and Peterson",1974,Food & Beverage,"Mcdowelltown, WY",11127,8373.82
824,Gutierrez Inc,1965,Food & Beverage,"Lake Alexander, VT",8762,3752.25
825,Woods-Sims,1956,Food & Beverage,"North Jacobmouth, MD",5467,9638.16
826,Miller-Wong,1951,Retail,"South Christopher, NV",15397,1626.45
827,White and Sons,1950,Retail,"Cuevasshire, OH",3254,2546.11
828,Singh Ltd,2021,Finance,"Allenburgh, OK",11744,2635.24
829,Vaughn LLC,2007,Technology,"Adamshaven, AR",13579,7925.48
830,"Johnson, King and King",1971,Manufacturing,"Myersmouth, NY",19141,22.15
831,Rodriguez-Melendez,1979,Retail,"Lake Josephshire, IL",6484,8607.14
832,"Morgan, Davis and Anderson",1981,Food & Beverage,"East Jeffreymouth, UT",19453,8162.96
833,Murray Inc,2006,Finance,"Laurenfurt, ME",2321,3587.27
834,Rodriguez-Murray,1961,Finance,"Cooperchester, OK",17902,7754.85
835,Gomez Inc,1961,Retail,"Brianshire, MO",5152,4225.11
836,Simmons and Sons,2005,Food & Beverage,"Anthonychester, HI",7132,6259.32
837,"Gutierrez, Christian and Larsen",1954,Retail,"New John, ME",10815,4224.61
838,Perez Group,1965,Technology,"West Rebeccaberg, UT",5949,9475.99
839,"Rivera, Kim and Rhodes",2009,Manufacturing,"Port Tinachester, WI",16431,2202.11
840,Rice-Lopez,1992,Finance,"Jeffreyland, MO",2305,5793.74
841,Fuentes Ltd,2016,Finance,"New Alicia, MO",2263,5758.62
842,Buchanan-Contreras,1952,Manufacturing,"West Darrenberg, ND",16625,7245.5
843,Ruiz PLC,1950,Finance,"Angelahaven, OR",5461,3300.28
844,"Johnson, Grant and Brooks",2012,Retail,"Port Brittanyside, AZ",18572,3346.67
845,Hall LLC,2017,Food & Beverage,"New Monica, GA",6705,8017.15
846,Ellis PLC,1996,Food & Beverage,"Port Thomasberg, ID",15068,9287.91
847,Hernandez-Davies,1958,Food & Beverage,"North Barbaraland, OH",16033,5037.46
848,Roberson PLC,1959,Healthcare,"South Michelletown, NJ",7925,2310.48
849,"Harris, Richardson and Davis",1960,Finance,"Knightborough, OK",12583,1637.17
850,Barton-Richardson,1976,Finance,"Lake Josephland, MS",3886,7809.94
851,Lewis-Neal,1980,Retail,"East Monicachester, AL",14852,6383.86
852,Thompson Ltd,1998,Technology,"North Mark, HI",10511,3278.03
853,Larson LLC,1994,Food & Beverage,"Michelleside, ND",2153,595.45
854,"Ross, Brewer and Lara",1952,Retail,"Donnabury, HI",6811,5017.39
855,Lee-Nichols,2003,Healthcare,"North Christopher, MO",5132,476.39
856,Werner and Sons,1988,Healthcare,"South Lisatown, NJ",10982,5269.55
857,Smith-Mann,1968,Healthcare,"South Joshuachester, NM",18891,2069.27
858,"Campbell, Gray and Barron",1994,Manufacturing,"Wolfeberg, RI",19267,1572.6
859,Kline-Silva,1992,Finance,"Holmesburgh, VT",6216,1911.8
860,"Swanson, Baker and Mccann",1974,Retail,"New Andrewfort, NM",120,4728.63
861,Horton PLC,1954,Food & Beverage,"West Todd, AZ",9312,9025.65
862,Jackson Inc,1956,Healthcare,"East Gabrielfort, FL",11897,5841.36
863,Osborn-Mccall,1962,Technology,"Lake Mark, HI",4331,8479.99
864,"Gray, Gilbert and Smith",2015,Manufacturing,"New Patrick, GA",594,5856.54
865,Sims Inc,2016,Healthcare,"Perrymouth, WI",2332,8913.32
866,Garcia-Baker,1957,Retail,"Williamstown, NY",17418,3394.35
867,Middleton Group,1983,Technology,"Clarkeborough, AK",11801,853.42
868,"Wong, Weiss and Gonzalez",1989,Technology,"Port Aaron, KS",7953,6616.3
869,Cooper-Mendez,1998,Manufacturing,"West Kurt, DC",2747,8980.18
870,"Stanley, Thornton and Richardson",1971,Finance,"East Meganton, MD",1820,6239.36
871,Fry-Woods,1991,Healthcare,"New Sergio, FL",17711,4291.31
872,Fernandez-Cabrera,2013,Finance,"Cardenasshire, IL",1109,9215.61
873,"Obrien, Wiggins and Hawkins",1990,Healthcare,"Williamstown, VA",5002,5063.5
874,Stephens PLC,1988,Food & Beverage,"South Jeffreymouth, TX",4300,1591.4
875,"Gonzalez, Mclaughlin and Johnson",1965,Retail,"Colemanhaven, TN",10425,8994.79
876,Rasmussen-Parker,1989,Manufacturing,"New Oscar, LA",2947,684.62
877,Nelson Group,1970,Food & Beverage,"Valdezbury, LA",17386,3076.33
878,"Blair, Price and Avila",1988,Retail,"Makaylaburgh, GA",569,9142.22
879,"Oliver, Herrera and Rubio",2018,Retail,"East Barbara, RI",6008,2455.36
880,Gonzalez-Salazar,1986,Retail,"Smithbury, AZ",8767,2977.57
881,Benjamin and Sons,1979,Healthcare,"Port Donald, NE",3592,6639.22
882,"Lopez, Warren and Rivas",2018,Healthcare,"Nunezstad, AL",10508,4609.38
883,"Mathis, Snyder and Murphy",1959,Technology,"Pinedafort, ND",13918,7553.6
884,"Reeves, Cook and Clay",2004,Manufacturing,"Jamesmouth, ND",10162,2498.55
885,"Acosta, Dalton and Diaz",2003,Retail,"Lake Nicoletown, SC",1768,1693.32
886,"Bailey, Garrett and Johnson",2006,Healthcare,"South Cynthiafurt, IN",1598,79.3
887,Brown PLC,2005,Retail,"Port Jonathanberg, NM",17304,9868.72
888,Bryant-Sellers,1954,Finance,"South Antonio, UT",3902,4510.94
889,Lawrence PLC,1954,Manufacturing,"North Mary, GA",1717,9903.41
890,"Schmidt, Black and Haynes",1975,Manufacturing,"Smithmouth, NC",10124,4069.08
891,Hobbs-Rodriguez,1991,Retail,"Danielport, HI",8056,606.82
892,Long Inc,1965,Finance,"Port Robert, AZ",603,9297.78
893,Wallace-Roberts,2018,Food & Beverage,"North Kimberlychester, SC",6382,8140.74
894,Werner-Collins,1970,Manufacturing,"Lake Teresaburgh, NE",2730,5669.55
895,"Walker, Santiago and Rogers",1985,Healthcare,"East Tiffany, NJ",4862,2140.55
896,Jenkins-Peck,1977,Technology,"West James, TX",6822,4802.4
897,"Miller, Harris and Mack",2008,Technology,"East Matthew, ND",15977,5589.01
898,Thompson-Moore,1984,Healthcare,"Chavezmouth, VA",3613,6735.93
899,Cummings-Santiago,1993,Technology,"Port Robert, TX",3251,5481.3
900,"Wilson, Jordan and Castillo",1998,Technology,"Toniborough, UT",14992,4505.03
901,"Shepard, Brown and Walker",1955,Finance,"Clarkshire, WV",10856,4541.15
902,"Walker, Sampson and Mcmillan",1993,Manufacturing,"Harrisbury, NC",13870,960.73
903,Simpson Inc,1965,Retail,"Richardchester, NM",1648,6486.74
904,"Fuller, Esparza and Powell",2006,Healthcare,"Jamesside, AZ",4812,5126.03
905,Aguilar Group,1969,Retail,"North Christina, VT",7475,3590.93
906,Price Inc,1985,Technology,"Karenfort, MS",13657,8993.53
907,Mitchell-Davis,1955,Finance,"Cindymouth, OR",1888,7730.92
908,Hernandez-Hamilton,2019,Finance,"Heatherview, FL",16848,315.68
909,"Oconnor, Nash and Fleming",2007,Technology,"West Brianafurt, SC",9725,4345.34
910,"Smith, Kelly and Whitaker",2014,Finance,"Jacobburgh, TX",4721,6574.98
911,"Goodman, Johnson and Williams",2001,Healthcare,"South Pamela, NH",15073,2773.26
912,Rivera-Peterson,1970,Finance,"Meganfort, AL",13514,6162.32
913,Jones Group,2000,Finance,"North Gerald, LA",6629,5918.29
914,"Moody, Clark and Oliver",1979,Retail,"Carlaview, IN",7234,4874.9
915,"Mcfarland, Beard and Ponce",1953,Finance,"Camposview, ID",15730,1166.6
916,"Poole, Brewer and Yang",1976,Food & Beverage,"Mistyside, TX",9117,2931.96
917,Wilson-Ortiz,1989,Healthcare,"Maureenton, WA",5013,8569.12
918,"Jefferson, Daniels and Shaffer",1990,Retail,"South Carol, ND",16179,6115.65
919,"Williams, Cox and Mcdowell",1951,Manufacturing,"Coxtown, MT",2228,1525.66
920,Goodman-Lopez,1965,Finance,"North Jamiefurt, CO",19359,4625.38
921,Montes-Garcia,1976,Technology,"Reedbury, ME",12137,8636.47
922,Warner PLC,1987,Technology,"Sherrymouth, IL",18385,7780.11
923,"Bailey, Phillips and Jordan",2020,Food & Beverage,"Billyland, ID",5406,456.31
924,Walker-Moreno,1995,Technology,"South Jennifer, NM",13643,2940.96
925,Davis-Joseph,1992,Manufacturing,"Alexisview, ND",3717,6681.33
926,Gordon-Clark,1997,Food & Beverage,"West Marcus, ID",3100,1873.55
927,Rios-Mccormick,1975,Finance,"New Brandonborough, MS",9300,4727.81
928,Beck and Sons,1993,Technology,"South Williamville, WY",3667,4491.29
929,Kelly-Welch,1995,Healthcare,"East Kennethberg, WV",18707,6840.99
930,"Garcia, Olsen and Hicks",2014,Retail,"North Shelby, NM",7276,8866.89
931,Lopez Group,1978,Finance,"West Zachary, CA",14154,3252.06
932,"Duran, Yates and Ross",1981,Finance,"Lake Hannah, AR",17920,5345.43
933,"Butler, Smith and Stewart",1970,Food & Beverage,"Torrestown, UT",16819,8816.02
934,"Perez, Mullins and Clark",1958,Healthcare,"New Christopherbury, WY",11225,284.3
935,Keller Group,1952,Finance,"New Markburgh, IA",2778,6153.81
936,"Grimes, Price and Aguirre",1998,Technology,"Martinezchester, WV",940,3675.27
937,"Hernandez, Allen and Powers",2003,Healthcare,"Youngmouth, LA",19211,2423.75
938,Glover-Cooper,2007,Food & Beverage,"East Jack, KY",9825,5817.75
939,Savage-Riley,1971,Healthcare,"Callahanborough, HI",1000,4860.46
940,Long-Ryan,2009,Manufacturing,"Lake Kimberly, AL",8643,2976.76
941,Rodriguez LLC,1962,Food & Beverage,"Jessicaborough, WY",6574,5823.59
942,"Morrison, Carson and Clark",2021,Finance,"Kennedyside, WI",18580,2224.54
943,Wilson-Cortez,1995,Finance,"Kleinland, OH",14104,8768.9
944,Mack-Velez,1961,Healthcare,"Caitlinborough, SD",18558,3003.1
945,Parker LLC,2010,Finance,"East Jennifer, NV",17034,3041.35
946,"Taylor, Knapp and Savage",1971,Technology,"Taylorstad, UT",14963,3015.94
947,Dominguez Inc,1997,Finance,"Millerside, NM",14009,9289.21
948,Barnes LLC,2007,Retail,"New Brandon, ME",19098,3035.49
949,Mcgee Ltd,1976,Healthcare,"Port Laura, TN",10542,8688.27
950,Jimenez-Martin,2016,Healthcare,"Williamstad, MA",2470,8469.58
951,"Clements, Lee and Stewart",1976,Finance,"Port Kellyfurt, WY",5469,3863.14
952,Taylor PLC,1994,Technology,"New Lee, WI",16564,2687.03
953,Hall Group,1974,Finance,"Wilsonside, SD",1583,6608.11
954,Stanley-Garcia,1980,Manufacturing,"Port Samuel, AL",9375,2533.62
955,Quinn Group,1966,Manufacturing,"Madisonborough, FL",18764,8790.0
956,Macias-Roberts,1988,Healthcare,"Montgomeryside, AK",9106,9244.75
957,Douglas-Smith,1997,Manufacturing,"Port Zacharytown, DC",3347,7924.42
958,Lawrence PLC,1978,Technology,"Lake Victoriamouth, HI",6549,6688.91
959,"Alexander, Young and Smith",1978,Retail,"Andersonmouth, VT",5790,723.24
960,Anderson and Sons,1973,Food & Beverage,"East Carltown, TX",11424,9965.62
961,Rice Inc,1962,Retail,"Lake Austin, IA",14601,2973.91
962,Cole Inc,1992,Food & Beverage,"Clarkfort, OK",10206,9803.51
963,Weiss-Snyder,2008,Retail,"North Ellenchester, NJ",18463,9933.97
964,Wilcox-Kirby,2018,Manufacturing,"Codyland, OR",9503,8211.82
965,Waters-Rush,2003,Finance,"Lake Joshua, MO",8928,4616.72
966,Rogers-Espinoza,1955,Manufacturing,"Craigshire, IA",13644,9541.44
967,Welch-Wells,1959,Healthcare,"North Philip, AL",14408,2944.8
968,Duncan-Bishop,2000,Food & Beverage,"Hendersonport, NY",5444,1766.44
969,"Jones, Olson and Flores",1993,Healthcare,"Abbottburgh, AR",10896,9547.04
970,"Wright, Ortiz and Duffy",2004,Finance,"North Laura, ID",18954,4191.3
971,Jackson Inc,2001,Healthcare,"West Paul, VA",14247,9337.97
972,Sanchez LLC,2004,Healthcare,"East Robert, MA",19036,6647.17
973,Navarro LLC,1958,Finance,"Michaelborough, VT",9238,2244.07
974,"Reeves, Mccall and Smith",2011,Retail,"South Charleston, UT",5672,9137.05
975,Johnson-Myers,1963,Finance,"Rileybury, AZ",2642,2249.67
976,Harris LLC,1954,Technology,"Lucasborough, UT",13012,3022.54
977,Grant LLC,1954,Retail,"Amandaton, VT",16999,4259.71
978,Burton Inc,1960,Finance,"West Alyssa, CA",6979,2674.61
979,"Morris, Baker and Robinson",2019,Manufacturing,"Amyside, NE",11161,8476.69
980,Patel-Smith,1956,Manufacturing,"Taylorberg, SD",7668,5114.0
981,Castro-Fuller,1950,Manufacturing,"Patrickstad, VA",19451,7669.15
982,"Wolf, Ford and Shaw",1971,Healthcare,"Laratown, NJ",8414,9730.59
983,Haney-Blake,1967,Retail,"Chamberston, CT",2044,6844.58
984,"Burns, Simon and Ashley",1954,Healthcare,"Colliermouth, MN",12335,110.25
985,"Williamson, Taylor and Miller",1965,Finance,"New Brianbury, KS",13835,9884.56
986,Meza-Stevens,2020,Retail,"Kathrynchester, KS",18273,2307.45
987,Whitehead Inc,1984,Retail,"South Jennifer, CA",17490,3441.84
988,Le Inc,1997,Manufacturing,"West Jennifer, ME",5846,8648.45
989,"Hammond, Perez and Buchanan",1990,Healthcare,"North Jamesstad, FL",356,7682.8
990,Lowery-James,1961,Healthcare,"Port Charles, MO",3173,9235.99
991,Coleman Ltd,1954,Technology,"West Mike, AK",4364,2293.13
992,"Turner, Middleton and Stephens",1958,Food & Beverage,"Wallaceton, HI",17743,1301.38
993,"Ellis, Johnson and Hartman",1991,Technology,"South Jennifer, NH",19528,6614.92
994,Martinez-Thompson,2002,Technology,"Scottborough, KY",11000,2453.41
995,Porter-Lyons,2000,Manufacturing,"West Deborah, LA",13878,5839.22
996,"Williams, Bryant and Logan",1964,Technology,"Victoriabury, MI",15665,4814.12
997,"Simpson, Johnson and Floyd",1974,Healthcare,"West Sandyberg, RI",9192,2948.65
998,Sullivan-Ramos,1978,Manufacturing,"Rodriguezbury, SC",1030,9554.94
999,"Allen, Daugherty and Phelps",1979,Retail,"Jenniferville, KS",12711,3723.82
1000,"Sanders, Perez and Browning",1993,Finance,"Munozburgh, IN",8586,8626.81
